"Name","Symbol","Circulating Supply","Dollar Volume"
"ELTCOIN","ELTCOIN","90000000.0","110705.0"
"Phoenixcoin","PXC","62494343.6429","759.205"
"Accelerator N...","ACC","170941.284274","5997.16"
"BiblePay","BBP","276246877.0","53492.0"
"ZoZoCoin","ZZC","536309.873065","39269.1"
"bitBTC","BITBTC","47.1857","74055.0"
"MazaCoin","MZC","1349573390.44","1595.81"
"Capricoin","CPC","1990045.0","270111.0"
"Vsync","VSX","98964274.0","13620.7"
"Sovereign Hero","HERO","4773.0","1603.46"
"MaxCoin","MAX",,"2491.41"
"TeslaCoin","TES","73456623.9038","727.583"
"Emphy","EPY","7636897.92","851.11"
"SmartCoin","SMC","23586345.3518","764.428"
"TagCoin","TAG","5958652.30571","1718.23"
"Bitcoin Fast","BCF","4654976.47918","10924.8"
"NobleCoin","NOBL","2315500564.87","3234.52"
"WhaleCoin","WHL","4205944.0","136542.0"
"Carboncoin","CARBON","15392009547.5","634.891"
"Trollcoin","TROLL","565940493.0","926.641"
"Joulecoin","XJO","34459019.8598","702.302"
"ChessCoin","CHESS","54032768.6523","907.493"
"Xios","XIOS","2149688.36999","10740.8"
"Netko","NETKO","4361665.0","5974.92"
"Veltor","VLT","554855.0","1293.21"
"AltCommunity ...","ALTCOM",,"7114.74"
"ColossusCoinXT","COLX","4027031669.48","9786.06"
"Authorship","ATS","80000000.0","4736.25"
"FlutterCoin","FLT","322214524.199","6904.1"
"PetroDollar","XPD","63993274.8873","15335.4"
"Crystal Clear ","CCT","2593098.86739","4837.52"
"Bitcoin Scrypt","BTCS","16483650.0","2678.36"
"Happycoin","HPC","12989619.8668","7445.22"
"Cream","CRM","44822756.0875","4003.83"
"Bolivarcoin","BOLI","8443799.9988","7853.92"
"Pakcoin","PAK","44768650.0","3216.66"
"Cannacoin","CCN","4700058.3255","753.003"
"Newbium","NEWB","50000000.0","2747.77"
"BritCoin","BRIT","21268092.1528","2000.67"
"KushCoin","KUSH","5448595.50768","673.819"
"Helleniccoin","HNC","64169880.1625","2306.78"
"Tigercoin","TGC",,"2525.69"
"Sterlingcoin","SLG","4206854.38724","708.279"
"Ethereum Gold","ETG","12000000.0","21521.1"
"Octanox","OTX","8500001.0","796.506"
"BriaCoin","BRIA","601756.194908","1438.88"
"Fujinto","NTO","65802448.0342","421589.0"
"BitTokens","BXT","561996.0","597.83"
"Digitalcoin","DGC","27419143.399","3242.65"
"TrumpCoin","TRUMP","6549168.00013","5480.77"
"FinCoin","FNC","12878667.0","516.48"
"Titcoin","TIT","49898202.15","2459.87"
"SmileyCoin","SMLY","25960250000.0","3155.59"
"Elcoin","EL","11208967.0","2685.32"
"Coin2.1","C2","99976323.0","2256.87"
"Dalecoin","DALC","409217.0","1342.96"
"Nyancoin","NYAN","318763532.755","561.778"
"BERNcash","BERN","71234300.8119","3885.41"
"SwagBucks","BUCKS","321285.9979","868.708"
"Atomic Coin","ATOM","13276555.815","5020.59"
"Ethereum Cash","ECASH","14100000.0","11431.9"
"Oyster Pearl","PRL","29973026.2205","6859.78"
"Zurcoin","ZUR","87101574.0003","4256.79"
"Tychocoin","TYCHO","5024368.0","1766.05"
"Bit20","BTWTY","1.016","11664.8"
"PlatinumBAR","XPTX","422613.455804","1631.73"
"DigitalDevelo...","DDF","5118307.0","6625.3"
"Universe","UNI","11496129.1858","1682.23"
"bitSilver","BITSILVER","8820.16","4750.51"
"Electra","ECA","21958106001.6","1018.96"
"Eternity","ENT","4097509.45022","820.391"
"PostCoin","POST","15868232.6972","4508.35"
"Catcoin","CAT","6204649.97599","2218.48"
"Bolenum","BLN","10000000.0","882.498"
"LanaCoin","LANA","840711660.455","4302.25"
"Upfiring","UFR","14400000.0058","550.146"
"USDe","USDE","1134236103.79","1050.79"
"Cypher","CYP","6365284.67511","2005.58"
"Billionaire T...","XBL","3315372.0","4178.39"
"Ethereum Dark","ETHD","1500000.0","41790.1"
"Triangles","TRI","72891.44241","816.381"
"Freicoin","FRC","29565649.4296","1164.93"
"808Coin","808","3978187849.1","692.342"
"Payfair","PFR","30000000.0","958.661"
"Swing","SWING","2775713.73571","3130.97"
"EcoCoin","ECO","1150488.40204","14271.2"
"GlobalBoost-Y","BSTY","13244729.7637","2729.11"
"Rubies","RBIES","10415251.8921","1561.28"
"Creatio","XCRE","20520514.0","9149.78"
"SpaceCoin","SPACE","20983390.1783","1874.44"
"BlakeStar","BLAS","247061865.872","2511.53"
"Yacoin","YAC","119865207.0","1707.51"
"LiteBar","LTB","810981.602346","729.411"
"KiloCoin","KLC","196297971.01","2821.0"
"MojoCoin","MOJO","12136204.0","1792.15"
"Blakecoin","BLC","15122697.1402","1587.75"
"OctoCoin","888","50419940.3991","1127.06"
"Bitgem","BTG","59439.895698","4223.06"
"iEthereum","IETH","17982000.0","4933.92"
"ChanCoin","4CHN","6706081.22558","3082.02"
"Evotion","EVO","3170047.57226","1936.13"
"Global Tour Coin","GTC","29887402.1779","1051.82"
"Truckcoin","TRK","157167974.986","1968.15"
"Evil Coin","EVIL","21020382.7858","2752.83"
"ParallelCoin","DUO","301818.282475","1564.01"
"SecureCoin","SRC","8245990.95","5824.14"
"ZCash Gold","ZCG","2007615.0","11395.7"
"Senderon","SDRN","38072900.0","1601.23"
"Kittehcoin","MEOW",,"967.773"
"Virtacoinplus","XVP","10928643.0","1608.95"
"Philosopher S...","PHS","6014340.46076","2994.73"
"CampusCoin","CMPCO","285325545.446","5375.74"
"FUNCoin","FUNC","5848581.4093","3245.92"
"Debitcoin","DBTC","17999629.1768","1133.83"
"RedCoin","RED","74107896.0","1581.52"
"Bitcoin Planet","BTPL","5592621.21621","1208.76"
"CorgiCoin","CORG","1251855418.0","548.121"
"TittieCoin","TTC","1259816434.0","1206.65"
"BumbaCoin","BUMBA","22468051.6653","926.467"
"EmberCoin","EMB","92192822723.0","3917.65"
"BitCoal","COAL","4500000.0","3927.88"
"Darsek","KED","14378249.0713","604.099"
"Acoin","ACOIN","1220084.95666","1064.78"
"VoteCoin","VOT","16474625.0","1958.14"
"Emerald Crypto","EMD","19117129.3733","2600.94"
"Confido","CFD","9000000.0","16873.9"
"CoinonatX","XCXT","16021489.7566","888.724"
"Litecoin Plus","LCP","740812.763615","4495.22"
"C-Bit","XCT","157223250.0","531.027"
"Sprouts","SPRTS","1.38598195865e+12","627.094"
"Unrealcoin","URC","7024402.0","687.463"
"BoostCoin","BOST","11855487.1682","1642.96"
"Marscoin","MARS","28279074.0","1484.19"
"eBitcoinCash","EBCH","9285500.0","8362.3"
"bitGold","BITGOLD","89.9694","1372.13"
"Credence Coin","CRDNC","3426959.51594","845748.0"
"DROXNE","DRXNE","63216076.7212","2544.85"
"Kayicoin","KAYI","284249669.688","1144.61"
"Monkey Project","MONK","105797.144933","4657.49"
"PRCoin","PRC","15776800.0","19271.7"
"Hexx","HXX","1485953.091","852.003"
"AnarchistsPrime","ACP","4394873.80102","31178.2"
"FuturXe","FXE","235421.1","3433.32"
"Honey","HONEY","339367.0","955.19"
"GPU Coin","GPU","40477041.6133","647.635"
"GoldPieces","GP","1220160.94808","7060.95"
"Ratecoin","XRA","114880028.228","2039.74"
"Tattoocoin (S...","TSE","90421856.2403","1028.18"
"Cryptojacks","CJ","406568580.908","752.219"
"Virta Unique ...","VUC","61502475.0","2026.32"
"WomenCoin","WOMEN","44220400.2887","7968.43"
"Scorecoin","SCORE","30346590.9892","959.289"
"Allion","ALL","6199359.3398","806.319"
"Marijuanacoin","MAR","1517532.22883","3083.4"
"Cashcoin","CASH","46158241.683","4750.63"
"BitAsean","BAS","5000000.0","2036.86"
"TajCoin","TAJ","8062309.06503","1486.33"
"Flaxscript","FLAX","5585181.1875","4351.95"
"CacheCoin","CACH","4195132.12728","1164.97"
"SixEleven","611","431396.212212","2622.39"
"bitEUR","BITEUR","83746.0","10177.3"
"Californium","CF","2406098.75","18204.7"
"EagleCoin","EAGLE","2093420.57293","2546.44"
"MustangCoin","MST","630343.24367","1049.38"
"Neuro","NRO","37971912.0503","1180.15"
"AllSafe","ASAFE2","8030000.0092","2217.23"
"BillaryCoin","BLRY","8991963.58006","10481.1"
"Metal Music Coin","MTLMC3","79719140.4633","573.716"
"Money","$$$","45887217.5419","553.317"
"SOILcoin","SOIL","5702048.0","1871.98"
"X-Coin","XCO","12384976.0","1035.5"
"Sugar Exchange","SGR","3500000.0","7996.05"
"Coinonat","CXT","8623200.0","1081.59"
"Litecred","LTCR","30227750.0256","3345.75"
"Comet","CMT",,"3017.04"
"Kronecoin","KRONE","3723455.52143","1677.29"
"Digital Rupees","DRS","510802960.94","4824.63"
"GlobalToken","GLT","26218700.0","820.961"
"Theresa May Coin","MAY","25074800.0","828.975"
"Gold Pressed ...","GPL","256526.823088","587.432"
"Kurrent","KURT","9919485.0297","868.441"
"Eryllium","ERY","5461760.80592","3682.16"
"Veros","VRS","486609040.0","550.758"
"Spots","SPT","22406021.2405","2486.28"
"CybCSec","XCS","11834082.2983","536.548"
"G3N","G3N","7561891.0","1243.7"
"Interzone","ITZ","1845727.59989","1986.87"
"Beatcoin","XBTS","1524686.09585","2227.34"
"Iconic","ICON","592893.53","2726.74"
"Vault Coin","VLTC","30339840.1762","3318.88"
"Network Token","NTWK","11671310.0","556.785"
"LiteBitcoin","LBTC","3188280.0","19969.1"
"Luna Coin","LUNA","1644486.56536","533.373"
"GeyserCoin","GSR","46863.9","17737.4"
"BnrtxCoin","BNX","26522501.0015","586.144"
"EOT Token","EOT","8260903.0001","3386.88"
"LiteCoin Ultra","LTCU","867702.1594","19339.3"
"Slevin","SLEVIN","70000000.0245","503.95"
"Impact","IMX","109509098.597","680.179"
"Master Swiscoin","MSCN","44700800.0","1835.82"
"Grimcoin","GRIM","10324802.0832","1804.85"
"Elysium","ELS","4005012.07736","840.798"
"VapersCoin","VPRC","780124964.0","1609.41"
"Rawcoin","XRC","704882.0","778.126"
"CrevaCoin","CREVA","36390750.0","3393.14"
"LevoPlus","LVPS","1513255.7395","3904.44"
"Ulatech","ULA","199586.418","1633.58"
"HarmonyCoin","HMC","561235.032413","5124.39"
"Enigma","XNG","16626.6407458","749.421"
"BCAP","BCAP","10000000.0","166.858"
"Stakecoin","STCN","6000000.0","0.0"
"EncryptoTel [...","ETT","62131189.6","87.8797"
"Ecobit","ECOB",,"221.441"
"XCurrency","XC","5870188.60245","0.0"
"E-coin","ECN","4707665.26478","24.8728"
"Prospectors Gold","PGL","64500000.0","4.82262"
"Arcade Token","ARC","1636311.54058","None"
"Rustbits","RUSTBITS","35300866.3407","331.88"
"Ethereum Movi...","EMV","6566666.0","11.5075"
"Bitland","CADASTRAL","30000000.0","191.018"
"ICO OpenLedger","ICOO","465951.5866","375.3"
"CryptCoin","CRYPT","6066182.23203","36.3551"
"RussiaCoin","RC","8377872.94287","39.6037"
"Intelligent T...","ITT","9797899.14424","10.1797"
"Shorty","SHORTY","100000000.13","7.60213"
"REX","REX","8660756.0","147.284"
"Bowhead","AHT","8000000.0","0.0"
"ShadowCash","SDC","6695133.25917","7.92504"
"Footy Cash","XFT","4552912.0","292.662"
"Orbitcoin","ORB","3093617.27923","365.255"
"Machinecoin","MAC","20233725.0","304.129"
"StarCredits","STRC","4500000.0","249.312"
"BTCtalkcoin","TALK","65290634.7332","244.891"
"UltraCoin","UTC","44651161.2968","258.408"
"Gimli","GIM","80000000.0","292.113"
"MetalCoin","METAL","76925527.458","55.021"
"InPay","INPAY","10000000.0","69.9699"
"Valorbit","VAL","5319249621.5","0.0"
"Colossuscoin V2","CV2","22879392934.4","0.757028"
"EthBet","EBET","8502500.0","390.634"
"Link Platform","LNK","47503.2535","489.51"
"Piggycoin","PIGGY","487522095.632","86.0885"
"Etheriya","RIYA","1581531.0","412.825"
"CryptoForecast","CFT","46000000.0","88.6237"
"Casino","CASINO","1000000.0","None"
"Goodomy","GOOD","441349000.0","4.63627"
"Bitstar","BITS","23079736.7257","359.873"
"BitBoost","BBT","4862878.0","172.169"
"iTicoin","ITI","32000.0","62.7507"
"SACoin","SAC","7014452.69963","188.083"
"iDice","ICE","1571012.81296","190.404"
"SproutsExtreme","SPEX","2866607585.84","0.0"
"AurumCoin","AU","296215.656253","316.085"
"GlobalCoin","GLC","65171009.975","54.5897"
"Stress","STS","565134331.929","0.0"
"WayGuide","WAY","100040708.432","335.978"
"8Bit","8BIT","1467840.78618","404.776"
"Abjcoin","ABJ","8265187.03915","0.0"
"Rasputin Onli...","ROC","1083633.01279","None"
"Guncoin","GUN","197107828.0","464.812"
"Version","V","469054845.772","186.435"
"DaxxCoin","DAXX","498072910.0","72.3145"
"BlockPay","BLOCKPAY","5428300.0","256.813"
"UniCoin","UNIC","2968697.8718","284.5"
"Sativacoin","STV","7086669.45373","320.629"
"Prototanium","PR","195923.108375","294.39"
"DigiCube","CUBE","2429126009.17","5.73902"
"AmberCoin","AMBER","43699480.8066","0.0"
"Flycoin","FLY","210805.553941","0.0"
"iCoin","ICN","29217175.0","263.351"
"PureVidz","VIDZ","125279774.506","21.8427"
"GoldReserve","XGR","17171382.06","197.154"
"The Cypherfunks","FUNK","46300244999.4","186.704"
"Gapcoin","GAP","12069487.5366","156.675"
"SatoshiMadness","MAD","2000683485.05","1.62023"
"BigUp","BIGUP","2118820607.43","25.3964"
"HOdlcoin","HODL","156833060.0","468.538"
"Shadow Token","SHDW","7000000.0","87.827"
"FuckToken","FUCK","51392877.9914","269.54"
"WMCoin","WMC","11527489.2253","7.39344"
"Joincoin","J","2448401.5","163.249"
"RevolverCoin","XRE","22328698.323","221.887"
"QubitCoin","Q2C","248209501.321","17.8183"
"Aricoin","ARI","140262505.131","249.621"
"Shilling","SH","39614674.9998","109.313"
"Wyvern","WYV","1773650.90037","393.531"
"Bitcoin 21","XBTC21","793107.501077","111.51"
"GanjaCoin","MRJA","4451920.43768","12.5878"
"Pascal Lite","PASL","4280100.0","74.439"
"LottoCoin","LOT","14491014421.2","22.9102"
"GAIA","GAIA","24101381.4487","0.700832"
"Ripto Bux","RBX","381236123.0","362.389"
"Franko","FRK","930767.0","1.67273"
"Grantcoin","GRT","43154715.2315","190.422"
"HempCoin","HMP","1356645469.99","212.366"
"Halcyon","HAL","5308839.47155","125.397"
"I0Coin","I0C","20985323.3906","60.644"
"Cannation","CNNC","2476892.71923","44.7497"
"AntiBitcoin","ANTI","17465158.7897","24.7404"
"Firecoin","FIRE","98411.9359207","115.562"
"OHM","OHM","29799497.7819","16.2023"
"BunnyCoin","BUN","1.02320628092e+11","158.482"
"VirtualCoin","VC","10064286.6495","0.0"
"Jin Coin","JIN","9848485.4428","301.391"
"PX","PX","95841919.7421","21.0507"
"Dollarcoin","DLC","9106714.07746","224.149"
"IslaCoin","ISL","1513704.2019","1.65361"
"Eurocoin","EUC","12416554.4504","342.568"
"Prime-XI","PXI","17881049.991","171.217"
"AquariusCoin","ARCO","1493316.46488","355.234"
"PayCon","CON","23042604.0","22.108"
"Virtacoin","VTA","5201310113.21","4.55494"
"Sling","SLING","1074095.017","15.6514"
"Mineum","MNM","9436366.84876","439.264"
"Independent M...","IMS","5368933.59731","72.8112"
"BipCoin","BIP","1627261.18747","186.532"
"Photon","PHO","20535496354.2","273.468"
"Printerium","PRX","11821727.8828","278.493"
"Crypto","CTO","12231556.4683","63.7415"
"PayCoin","XPY","11826372.1478","202.196"
"EMoneyPower","EMP","9200000.0","32.4046"
"SoonCoin","SOON","12462620.0","141.715"
"TEKcoin","TEK","1414054561.52","118.694"
"LeaCoin","LEA","314689890.804","336.092"
"Dreamcoin","DRM","2449632.09328","68.7965"
"GameUnits","UNITS","3472982.5121","108.435"
"Argentum","ARG","8583763.44495","51.6136"
"Chronos","CRX","73729961.9115","197.819"
"NevaCoin","NEVA","2469730.0","123.534"
"Rupaya","RUPX","6104430.25609","50.931"
"SecretCoin","SCRT","4228671.77935","3.62932"
"Uro","URO",,"163.226"
"CHNCoin","CNC","49216222.65","16.2023"
"CageCoin","CAGE","1.01168328395e+11","10.321"
"Blackstar","BSTAR","630795971.028","0.0"
"Quatloo","QTL","7718882.84599","151.105"
"GuccioneCoin","GCC","20285537.0","28.6491"
"Bitz","BITZ","1990890.8112","14.2175"
"PopularCoin","POP","3372875244.48","84.1689"
"ARbit","ARB","7844725.0","447.659"
"QuazarCoin","QCN","6044910.70815","440.916"
"ZetaMicron","ZMC","600344291.45","34.0686"
"Jetcoin","JET","4872509.25335","1.32779"
"RonPaulCoin","RPC","896965.921699","34.1802"
"WARP","WARP","1095224.0","94.0875"
"MindCoin","MND","15867695.0","9.1953"
"ICOBID","ICOB","106701874.098","96.0644"
"PonziCoin","PONZI","861099.0018","78.8573"
"BitQuark","BTQ","9081730.925","22.5745"
"Artex Coin","ATX","18781749.8844","390.101"
"ETHGAS","EGAS","10157539.6264","117.73"
"Slimcoin","SLM","14937438.7766","16.2023"
"Jewels","JWL","20181635.8671","0.0"
"Pulse","PULSE","14298971.52","116.896"
"VectorAI","VEC2","16629208.9978","231.436"
"CompuCoin","CPN","19615019.309","112.546"
"Ammo Rewards","AMMO",,"425.823"
"Braincoin","BRAIN","10094424.2872","70.9253"
"BeaverCoin","BVC","3115258.0","476.411"
"MACRON","MCRN","401421400.685","377.384"
"BRAT","BRAT","160000000.0","176.782"
"ExchangeN","EXN","5100000.0","19.6759"
"Mincoin","MNC","4030044.88795","341.957"
"DPAY","DPAY",,"0.0"
"ReeCoin","REE","2560000000.0","471.187"
"Asiadigicoin","ADCN","24931054.0","238.954"
"EGO","EGO","60000000.5615","36.9619"
"VIP Tokens","VIP","83450402.6305","2.26832"
"CoExistCoin","COXST","27100000.0","0.138602"
"300 Token","300","300.0","312.319"
"Orlycoin","ORLY","36646778.9274","27.7039"
"BowsCoin","BSC","5550102.41646","6.20873"
"TAGRcoin","TAGR","38669633.7974","2.34885"
"CRTCoin","CRT","79270.303222","27.544"
"PIECoin","PIE","13555041.2032","17.9885"
"KibiCoin","KIC",,"0.226912"
"BenjiRolls","BENJI","20254346.0367","182.101"
"E4ROW","E4ROW","4398000.0","91.1746"
"Rimbit","RBT","115499623.422","147.211"
"CryptoWorldX ...","CWXT","59630200.0","346.136"
"DIBCOIN","DIBC","5000000.0","267.45"
"ImpulseCoin","IMPS","20245510.0266","26.2695"
"BiosCrypto","BIOS","20821709.0153","9.28992"
"SongCoin","SONG","32565300.0","51.269"
"Ride My Car","RIDE","101276975.653","8.31973"
"CryptoEscudo","CESC","144105100.0","120.157"
"Destiny","DES","1600000.0247","2.41042"
"Torcoin","TOR","316178.500006","136.565"
"Cthulhu Offer...","OFF","2622273.37047","0.0"
"FuzzBalls","FUZZ","4829945.0","414.159"
"PosEx","PEX","2453240.13869","15.9797"
"BlazeCoin","BLZ","608557393.5","23.2749"
"Useless Ether...","UET","3965716.09795","36.3284"
"High Voltage","HVCO","1494170.72042","0.0"
"AgrolifeCoin","AGLC","7551160.36415","233.685"
"OsmiumCoin","OS76","894026.0","13.2857"
"FlavorCoin","FLVR","20898106.169","396.112"
"KingN Coin","KNC","2007.82925742","55.5245"
"Zayedcoin","ZYD","6243840.00056","53.7949"
"Solarflarecoin","SFC","14083450.0","288.18"
"Steps","STEPS","18625017.0078","260.522"
"HealthyWormCoin","WORM","111488467.25","0.0"
"PLNcoin","PLNC",,"63.1098"
"LetItRide","LIR","36291285.2253","15.0636"
"Wild Beast Block","WBB","167764.872797","64.9285"
"GameBet Coin","GBT","21262780.2345","4.08055"
"JobsCoin","JOBS","106019269.7","470.26"
"BOAT","BOAT","18547845.1","303.052"
"DAPPSTER","DLISK",,"4.87349"
"Xonecoin","XOC",,"84.6882"
"Antilitecoin","ALTC","31512613.2578","81.3525"
"SydPak","SDP","159794.189253","209.287"
"eREAL","EREAL","68427562.0","6.63893"
"MTMGaming","MTM","2999967.0","None"
"iBank","IBANK",,"361.039"
"PlayerCoin","PLACO","35120000.0045","93.0567"
"Dix Asset","DIX","1e+11","313.452"
"BioBar","BIOB","885756.274","127.036"
"Speedcash","SCS","261830.680974","76.8623"
"Zonecoin","ZNE","2581970.38365","0.0"
"MiloCoin","MILO","10789953.7141","17.3355"
"Tradecoin","TRADE","7797004.0","0.0"
"SocialCoin","SOCC","1384878.63473","24.4929"
"Save and Gain","SANDG","3064800.039","93.2442"
"Cabbage","CAB",,"0.0"
"Dollar Online","DOLLAR","753776.046463","59.5043"
"Roofs","ROOFS","130000000.0","300.745"
"Qibuck Asset","QBK","1671379.0","156.611"
"Coimatic 2.0","CTIC2","13532750.0","159.066"
"JavaScript Token","JS","7991996.0","92.0598"
"GeertCoin","GEERT","5091199.615","300.527"
"Selfiecoin","SLFI","107829280.731","177.869"
"RSGPcoin","RSGP","1727.28465303","117.32"
"Bitvolt","VOLT","15112554.0338","261.781"
"Corethum","CRTM","2500000.0","10.6223"
"CCMiner","CCM100","3360417.0","0.399451"
"Argus","ARGUS","1148324.048","72.4339"
"GBCGoldCoin","GBC","11361816.7108","53.3963"
"Magnum","MGM","3957381.31249","121.937"
"DAS","DAS","2700325.1697","0.0"
"Tristar Coin","TSTR","5027856.6437","163.36"
"P7Coin","P7C","35220238.0","476.352"
"NodeCoin","NODC","1678439.03712","93.238"
"WalletBuilder...","WBC","18802.5203761","0.0"
"Concoin","CONX","744265.711357","60.5085"
"Frazcoin","FRAZ","9227697.63644","254.616"
"BurstOcean","OCEAN","211827.0","10.4831"
"MorningStar","MRNG","32674594.3202","0.0"
"Project-X","NANOX","0.078264","56.2113"
"PizzaCoin","PIZZA","1377917.18436","292.123"
"Lex4All","LEX","1000000.0","0.691377"
"SwapToken","TOKEN","15320585365.0","47.3729"
"Digital Credits","DGCS","5826388.00985","282.407"
"Ebittree Coin","EBT","1264510.7069","162.555"
"Abncoin","ABN","67700.009","44.2883"
"Sojourn","SOJ","485214.0","2.2368"
"MantraCoin","MNC","4650380.063","0.0"
"Digital Money...","DMB","421300.0","377.897"
"Environ","ENV","132717518.083","0.0"
"CaliphCoin","CALC","87140.02423","0.0"
"Future Digita...","FDC","2753201.1489","0.0"
"Falcoin","FAL","196766.242","129.619"
"AppleCoin","APW","80660.2734537","489.721"
"ATMCoin","ATMC","None","10155400.0"
"Bitcoin Diamo...","BCD",,"9146510.0"
"Eroscoin","ERO","None","6821570.0"
"CyberMiles","CMT","None","6344910.0"
"Electroneum","ETN","None","4537340.0"
"Nuls","NULS","None","4201650.0"
"GOLD Reward T...","GRX","None","3344720.0"
"POLY AI","AI","None","3221900.0"
"FirstCoin","FRST","None","2738460.0"
"Regalcoin","REC","None","2671280.0"
"Fargocoin","FRGC","None","2134690.0"
"ClubCoin","CLUB","None","2070250.0"
"Ormeus Coin","ORME","None","1605940.0"
"BitSerial","BTE","None","993806.0"
"Tezos (Pre-La...","XTZ",,"752564.0"
"SegWit2x [Fut...","B2X",,"680878.0"
"Santa Coin","STC",,"677393.0"
"TechShares","THS","None","492328.0"
"Infinity Econ...","XIN","None","441382.0"
"ANRYZE","RYZ","None","410153.0"
"Energo","TSL","None","354788.0"
"Bodhi","BOT",,"354303.0"
"LLToken","LLT","None","319163.0"
"Aidos Kuneen","ADK","None","306378.0"
"WINCOIN","WC","None","306306.0"
"Cappasity","CAPP","None","293470.0"
"InfChain","INF",,"293330.0"
"XYLO","XYLO","None","286090.0"
"Copico","XCPO","None","201825.0"
"Sphre AIR ","XID","None","190074.0"
"BT2 [CST]","BT2",,"179057.0"
"BT1 [CST]","BT1",,"156454.0"
"ICON","ICX","None","146716.0"
"Golos Gold","GBG","None","140214.0"
"BitSoar","BSR","None","109844.0"
"B3Coin","B3","None","104392.0"
"BTCMoon","BTCM","None","102048.0"
"Qbao","QBT",,"79858.6"
"Desire","DSR","None","58997.3"
"Maker","MKR","None","58703.6"
"FORCE","FOR","None","56975.6"
"MSD","MSD","None","44292.5"
"UG Token","UGT","None","43956.6"
"Farad","FRD","None","43161.4"
"Social Send","SEND","None","40640.6"
"Everus","EVR","None","40074.9"
"Suretly","SUR","None","39563.6"
"MagicCoin","MAGE","None","36740.7"
"Pirate Blocks","SKULL","None","33783.1"
"Advanced Inte...","AIB","None","32496.4"
"VPNCoin","VASH","None","31877.5"
"Sakuracoin","SKR","None","29664.2"
"Pabyosi Coin ...","PCS","None","22636.2"
"Flash","FLASH","None","21230.2"
"Blockpool","BPL","None","20939.6"
"MyWish","WISH","None","18189.3"
"ZenGold","ZENGOLD","None","17376.6"
"Ergo","EFYT","None","16778.3"
"CORION","COR","None","15287.6"
"Bitcoin Silver","BTCS","None","15079.2"
"Viuly","VIU","None","14700.0"
"Motocoin","MOTO","None","14341.4"
"Bitcoin Unlim...","BTU",,"12539.5"
"Coimatic 3.0","CTIC3","None","12406.4"
"DeusCoin","DEUS","None","11590.8"
"Huncoin","HNC","None","11443.9"
"MergeCoin","MGC","None","11248.9"
"Aerium","AERM","None","11018.3"
"BlockCDN","BCDN","None","11007.8"
"Sync","SYNC","None","10563.9"
"Macro","MCR","None","9727.94"
"LiteCoin Gold","LTG","None","9051.98"
"TerraNova","TER","None","8874.61"
"PlexCoin","PLX","None","8785.77"
"Blockchain Index","BLX","None","8280.51"
"BOScoin","BOS","None","8097.09"
"Akuya Coin","AKY","None","7941.27"
"DFSCoin","DFS","None","7766.16"
"Hyper TV","HYTV","None","6949.18"
"Hawala.Today","HAT","None","6258.29"
"Wild Crypto","WILD","None","5493.09"
"Sand Coin","SND","None","5433.84"
"STEX","STEX","None","5293.77"
"T-coin","TCOIN",,"5090.72"
"NEO GOLD","NEOG","None","4838.95"
"Ethereum Lite","ELITE","None","4752.8"
"Phantomx","PNX","None","4539.69"
"SIGMAcoin","SIGMA",,"4296.42"
"DigiPulse","DGPT","None","4191.55"
"onG.social","ONG","None","3866.07"
"Bonpay","BON","None","3484.6"
"WA Space","WA","None","3412.69"
"UR","UR","None","3352.35"
"PeepCoin","PCN",,"3265.14"
"Bitbase","BTBc","None","3179.18"
"Nekonium","NUKO","None","3134.86"
"AlpaCoin","APC","None","3120.74"
"Musiconomi","MCI","None","3114.06"
"Peacecoin","PEC","None","3055.27"
"AmsterdamCoin","AMS","None","2862.88"
"Skeincoin","SKC","None","2858.1"
"AdCoin","ACC","None","2798.27"
"StrongHands","SHND","None","2791.78"
"SISA","SISA","None","2739.65"
"OX Fina","OX","None","2501.84"
"First Bitcoin...","BITCF","None","2492.25"
"Oxycoin","OXY","None","2471.27"
"GlassCoin","GLS","None","2344.5"
"Rupaya [OLD]","RUPX",,"2285.05"
"DynamicCoin","DMC","None","2203.18"
"Digital Bulli...","DBG","None","2175.8"
"President Trump","PRES","None","1953.8"
"B2B","B2B","None","1862.44"
"Zilbercoin","ZBC","None","1789.54"
"UAHPay","UAHPAY","None","1757.54"
"Chronologic","DAY","None","1714.93"
"Wi Coin","WIC","None","1711.38"
"Bastonet","BSN",,"1702.49"
"Francs","FRN","None","1685.48"
"EncryptoTel [...","ETT","None","1629.38"
"Minex","MINEX","None","1558.63"
"Axiom","AXIOM","None","1462.46"
"EDRCoin","EDRC","None","1379.37"
"Triaconta","TRIA","None","1237.05"
"Cash Poker Pro","CASH","None","1182.61"
"CyberCoin","CC","None","1151.41"
"Internet of T...","XOT","None","1093.62"
"TIES Network","TIE","None","1066.65"
"India Coin","INDIA","None","1038.89"
"High Gain","HIGH",,"1020.84"
"Royalties","XRY","None","987.566"
"Halloween Coin","HALLO","None","909.972"
"EtherDoge","EDOGE","None","890.944"
"Dutch Coin","DUTCH",,"828.463"
"netBit","NBIT",,"768.654"
"Bubble","BUB","None","746.068"
"RubleBit","RUBIT","None","714.867"
"Sharkcoin","SAK",,"701.793"
"iBTC","IBTC","None","669.646"
"BestChain","BEST","None","632.174"
"Bitcoin2x","BTC2X","None","610.781"
"9COIN","9COIN","None","605.336"
"LandCoin","LDCN","None","554.194"
